,연번,시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
30147,30148,서울특별시,송파구,송파동,2022,9,29,0,22,목,0,0,0,106,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 내부배선",주방기기,전기레인지,주거,공동주택,다세대주택,
30149,30150,서울특별시,도봉구,창동,2022,9,29,0,44,목,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
30151,30152,서울특별시,관악구,봉천동,2022,9,29,1,49,목,0,0,0,22,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
30155,30156,서울특별시,구로구,신도림동,2022,9,29,3,11,목,0,0,0,385,"건축,구조물",기계적 요인,노후,"전기,전자",전자기기 부속품,주방기기,김치냉장고,주거,공동주택,아파트,
30157,30158,서울특별시,서초구,잠원동,2022,9,29,5,11,목,0,0,0,752,"건축,구조물",화학적 요인,자연발화,합성수지,우레탄,,,주거,공동주택,아파트,
30174,30175,서울특별시,광진구,군자동,2022,9,29,10,27,목,0,0,0,415,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판","조명, 간판",LED조명,"판매,업무시설",일반업무,일반빌딩,
30184,30185,서울특별시,은평구,신사동,2022,9,29,13,13,목,0,0,0,24725,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,주거,단독주택,다가구주택,
30199,30200,서울특별시,노원구,상계동,2022,9,29,15,10,목,0,0,0,165,"자동차,철도차량",기계적 요인,"과열, 과부하",위험물등,기계유,"차량, 선박부품",엔진본체,"자동차,철도차량",자동차,승용자동차,일반도로
30219,30220,서울특별시,구로구,고척동,2022,9,29,18,17,목,0,0,0,31466,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",판매시설,기타 판매시설,
30224,30225,서울특별시,강남구,개포동,2022,9,29,19,6,목,0,0,0,2213,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,생활서비스,일상서비스,철물점,
30229,30230,서울특별시,구로구,구로동,2022,9,29,19,35,목,0,0,0,18,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",,,주거,공동주택,아파트,
30234,30235,서울특별시,강남구,삼성동,2022,9,29,20,19,목,0,0,0,4235,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,전기설비,배터리/축전기,"판매,업무시설",일반업무,일반빌딩,
30238,30239,서울특별시,성동구,금호동3가,2022,9,29,20,56,목,0,0,0,0,"건축,구조물",방화,방화,쓰레기류,쓰레기,,,주거,단독주택,다가구주택,
30239,30240,서울특별시,구로구,오류동,2022,9,29,21,6,목,0,0,0,50,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
30245,30246,서울특별시,송파구,마천동,2022,9,29,22,8,목,0,0,0,25,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
30247,30248,서울특별시,영등포구,영등포동2가,2022,9,29,23,22,목,1,0,1,17336,"건축,구조물",미상,미상,미상,미상,,,생활서비스,위락시설,무도장 및 무도학원,
30250,30251,서울특별시,금천구,독산동,2022,9,30,0,27,금,0,0,0,23,"건축,구조물",부주의,음식물 조리중,기타,기타,,,"판매,업무시설",일반업무,오피스텔,
30253,30254,서울특별시,종로구,운니동,2022,9,30,2,21,금,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,미상,미상,,,기타,야외,쓰레기,
30265,30266,서울특별시,강남구,대치동,2022,9,30,7,32,금,0,0,0,13179,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 절연유",,,주거,공동주택,아파트,
30266,30267,서울특별시,강남구,신사동,2022,9,30,7,37,금,0,0,0,2421,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),
30267,30268,서울특별시,구로구,구로동,2022,9,30,7,38,금,1,0,1,5458,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",판매시설,기타 판매시설,
30278,30279,서울특별시,관악구,남현동,2022,9,30,9,34,금,0,0,0,3603,"건축,구조물",부주의,"용접, 절단, 연마",기타,기타,,,기타서비스,기타건축물,기타 건축물,
30280,30281,서울특별시,성북구,안암동1가,2022,9,30,9,41,금,0,0,0,200,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",기타,기타,주거,단독주택,다가구주택,
30287,30288,서울특별시,강동구,천호동,2022,9,30,11,24,금,0,0,0,47,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",배선/배선기구,스위치 멀티탭,주거,공동주택,아파트,
30288,30289,서울특별시,강서구,공항동,2022,9,30,11,32,금,0,0,0,350,"자동차,철도차량",제품결함,기타(제품결함),"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)","차량, 선박부품",배터리,"자동차,철도차량",자동차,기타 승합자동차,주차장
30302,30303,서울특별시,성동구,행당동,2022,9,30,14,42,금,0,0,0,354,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","기타(전기,전자)",기타,기타,"판매,업무시설",판매시설,할인점(마트),
30305,30306,서울특별시,송파구,마천동,2022,9,30,14,54,금,0,0,0,990,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,"차량, 선박부품",연료파이프,"자동차,철도차량",자동차,승용자동차,일반도로
30307,30308,서울특별시,서초구,서초동,2022,9,30,15,7,금,0,0,0,352,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
30308,30309,서울특별시,강남구,세곡동,2022,9,30,15,19,금,0,0,0,132,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,기타,야외,쓰레기,
30316,30317,서울특별시,양천구,신월동,2022,9,30,16,9,금,0,0,0,1261,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,일반빌딩,
30322,30323,서울특별시,송파구,장지동,2022,9,30,17,16,금,0,0,0,165,"자동차,철도차량",부주의,담배꽁초,쓰레기류,폐목재,,,"자동차,철도차량",자동차,화물자동차,고속도로
30330,30331,서울특별시,영등포구,신길동,2022,9,30,19,0,금,1,0,1,103,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,단독주택,단독주택,
30332,30333,서울특별시,노원구,중계동,2022,9,30,19,15,금,0,0,0,440,"건축,구조물",부주의,"불씨,불꽃,화원방치",가구,"옷장, 책장 등",,,주거,공동주택,아파트,
30335,30336,서울특별시,관악구,봉천동,2022,9,30,20,11,금,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,단독주택,
30336,30337,서울특별시,영등포구,양평동2가,2022,9,30,20,35,금,0,0,0,3996,"건축,구조물",부주의,가연물 근접방치,미상,미상,주방기기,전기레인지,"판매,업무시설",일반업무,오피스텔,
30342,30343,서울특별시,영등포구,신길동,2022,9,30,21,35,금,0,0,0,110,"자동차,철도차량",부주의,기타(부주의),"종이,목재,건초등",종이,,,"자동차,철도차량",자동차,화물자동차,주차장
30343,30344,서울특별시,영등포구,문래동5가,2022,9,30,21,35,금,0,0,0,4776,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,
30347,30348,서울특별시,구로구,개봉동,2022,9,30,22,58,금,0,0,0,250,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,배선/배선기구,옥내 인입배선,"판매,업무시설",판매시설,할인점(마트),
30354,30355,서울특별시,서대문구,북아현동,2022,10,1,0,30,토,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,연립주택,
30357,30358,서울특별시,송파구,가락동,2022,10,1,1,27,토,0,0,0,65759,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",,,주거,공동주택,아파트,
30358,30359,서울특별시,송파구,가락동,2022,10,1,1,29,토,1,0,1,1502,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","기타(전기,전자)",기타,기타,주거,공동주택,다세대주택,
30361,30362,서울특별시,송파구,송파동,2022,10,1,2,36,토,0,0,0,11,"건축,구조물",부주의,기타(부주의),식품,튀김유,,,생활서비스,음식점,일식,
30363,30364,서울특별시,광진구,구의동,2022,10,1,4,18,토,0,0,0,123,"건축,구조물",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,음식점,일식,
30367,30368,서울특별시,강남구,신사동,2022,10,1,5,16,토,0,0,0,947,"건축,구조물",부주의,음식물 조리중,기타,기타,,,생활서비스,음식점,"치킨,족발",
30372,30373,서울특별시,관악구,신림동,2022,10,1,8,24,토,0,0,0,6,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,단독주택,
30382,30383,서울특별시,강남구,자곡동,2022,10,1,10,36,토,0,0,0,446,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전자기기 부속품,,,주거,공동주택,아파트,
30387,30388,서울특별시,종로구,낙원동,2022,10,1,10,54,토,0,0,0,1611,"건축,구조물",전기적 요인,반단선,"전기,전자",전선피복,,,생활서비스,일상서비스,기타 일상서비스,
30404,30405,서울특별시,도봉구,창동,2022,10,1,12,53,토,0,0,0,446,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,기타(합성수지),,,주거,공동주택,다세대주택,
30405,30406,서울특별시,동작구,사당동,2022,10,1,13,0,토,0,0,0,1483,"건축,구조물",전기적 요인,층간단락,"전기,전자","작동장치(모터, 히터, 램프 등)",,,주거,단독주택,다중주택,
30408,30409,서울특별시,광진구,중곡동,2022,10,1,13,10,토,0,0,0,106,"건축,구조물",부주의,음식물 조리중,"종이,목재,건초등",종이,,,주거,공동주택,다세대주택,
30418,30419,서울특별시,강남구,청담동,2022,10,1,14,51,토,0,0,0,448,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",계절용 기기,가정용 보일러,생활서비스,일상서비스,이미용실,
30429,30430,서울특별시,마포구,중동,2022,10,1,16,11,토,0,0,0,285,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,공동주택,다세대주택,
30430,30431,서울특별시,강남구,논현동,2022,10,1,16,18,토,1,0,1,43090,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","기타(전기,전자)",생활기기,전기안마기/맛사지,주거,단독주택,다가구주택,
30439,30440,서울특별시,서초구,양재동,2022,10,1,17,26,토,0,0,0,114,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
30443,30444,서울특별시,용산구,한강로2가,2022,10,1,18,38,토,0,0,0,57,"건축,구조물",부주의,담배꽁초,쓰레기류,재활용,,,"판매,업무시설",일반업무,일반빌딩,
30454,30455,서울특별시,양천구,신월동,2022,10,1,21,9,토,0,0,0,221,"건축,구조물",부주의,담배꽁초,"전기,전자","기타(전기,전자)",,,주거,공동주택,다세대주택,
30457,30458,서울특별시,송파구,잠실동,2022,10,1,22,39,토,0,0,0,71,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
30458,30459,서울특별시,강서구,화곡동,2022,10,1,22,50,토,0,0,0,1509,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,,,주거,공동주택,주상복합아파트,
30463,30464,서울특별시,용산구,이태원동,2022,10,2,0,47,일,0,0,0,880,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
30468,30469,서울특별시,금천구,독산동,2022,10,2,2,33,일,0,0,0,23,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,"판매,업무시설",일반업무,오피스텔,
30470,30471,서울특별시,서초구,잠원동,2022,10,2,2,54,일,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
30490,30491,서울특별시,중구,중림동,2022,10,2,9,59,일,1,0,1,2514,"건축,구조물",방화,방화,"침구,직물류","이불(베개,시트)",,,"판매,업무시설",숙박시설,모텔,
30491,30492,서울특별시,영등포구,문래동3가,2022,10,2,10,20,일,0,0,0,101,"건축,구조물",전기적 요인,층간단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,
30503,30504,서울특별시,구로구,구로동,2022,10,2,12,20,일,0,0,0,35,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
30526,30527,서울특별시,노원구,상계동,2022,10,2,15,38,일,0,0,0,263,"건축,구조물",부주의,담배꽁초,쓰레기류,폐목재,,,주거,공동주택,다세대주택,
30544,30545,서울특별시,종로구,훈정동,2022,10,2,18,55,일,0,0,0,44,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,가연성가스,기타(가연성가스),"차량, 선박부품",배터리,기타,야외,기타야외,
30551,30552,서울특별시,강남구,삼성동,2022,10,2,19,49,일,0,0,0,9,기타(쓰레기 화재등),전기적 요인,기타(전기적요인),"전기,전자","콘센트, 스위치류",,,기타,야외,기타야외,
30559,30560,서울특별시,성북구,동소문동6가,2022,10,2,22,25,일,0,0,0,11,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
30567,30568,서울특별시,강북구,수유동,2022,10,3,2,0,월,0,0,0,201,기타(쓰레기 화재등),미상,미상,"종이,목재,건초등","목재, 합판",,,기타,야외,기타야외,
30570,30571,서울특별시,중랑구,중화동,2022,10,3,2,11,월,0,0,0,460,"건축,구조물",부주의,음식물 조리중,식품,튀김유,주방기기,튀김기,주거,단독주택,단독주택,
30585,30586,서울특별시,성북구,하월곡동,2022,10,3,8,3,월,0,0,0,494,"건축,구조물",부주의,"불씨,불꽃,화원방치","침구,직물류","기타(침구,직물류)",,,집합시설,종교시설,기타 종교시설,
30611,30612,서울특별시,도봉구,창동,2022,10,3,14,49,월,0,0,0,1997,"건축,구조물",부주의,가연물 근접방치,합성수지,기타(합성수지),주방기기,가스렌지,주거,공동주택,아파트,
30618,30619,서울특별시,동작구,흑석동,2022,10,3,16,58,월,0,0,0,39,"건축,구조물",부주의,음식물 조리중,기타,기타,,,주거,공동주택,다세대주택,
30621,30622,서울특별시,서초구,서초동,2022,10,3,17,53,월,0,0,0,170,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 기판",기타,기타,"판매,업무시설",숙박시설,호텔,
30625,30626,서울특별시,강남구,논현동,2022,10,3,18,16,월,0,0,0,337,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반회사,
30641,30642,서울특별시,성북구,안암동2가,2022,10,3,23,34,월,0,0,0,200,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,전기설비,배전반/분전반,생활서비스,일상서비스,독서실,
30642,30643,서울특별시,강남구,압구정동,2022,10,3,23,46,월,0,0,0,210,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,아파트,
30644,30645,서울특별시,용산구,이태원동,2022,10,4,0,0,화,0,0,0,2361,"건축,구조물",전기적 요인,미확인단락,"전기,전자","콘센트, 스위치류",,,주거,단독주택,다가구주택,
30645,30646,서울특별시,도봉구,도봉동,2022,10,4,1,38,화,0,0,0,19722,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,한식,
30648,30649,서울특별시,양천구,신정동,2022,10,4,1,57,화,0,0,0,473,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타,기타,,,"판매,업무시설",일반업무,오피스텔,
30653,30654,서울특별시,성동구,행당동,2022,10,4,3,28,화,0,0,0,190,"건축,구조물",미상,미상,"전기,전자","콘센트, 스위치류",배선/배선기구,콘센트,운수자동차시설,"역사,터미널",지하철역사,
30654,30655,서울특별시,영등포구,당산동3가,2022,10,4,3,39,화,0,0,0,988,"건축,구조물",전기적 요인,층간단락,"전기,전자","작동장치(모터, 히터, 램프 등)",,,"판매,업무시설",공공기관,국가 및 지방자치단체 청사,
30657,30658,서울특별시,관악구,신림동,2022,10,4,4,12,화,0,0,0,2230,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류",의류,주방기기,전기레인지,주거,공동주택,기타 공동주택,
30662,30663,서울특별시,강동구,암사동,2022,10,4,6,40,화,0,0,0,898,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",계절용 기기,가정용 보일러,주거,단독주택,다가구주택,
30674,30675,서울특별시,중구,회현동2가,2022,10,4,8,27,화,0,0,0,44000,"자동차,철도차량",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",,,"자동차,철도차량",자동차,승용자동차,일반도로
30678,30679,서울특별시,금천구,가산동,2022,10,4,9,28,화,0,0,0,735,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,산업장비,콤프레셔,산업시설,공장시설,인쇄업,
30679,30680,서울특별시,노원구,상계동,2022,10,4,9,45,화,0,0,0,1574,"건축,구조물",전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,콘센트,생활서비스,음식점,한식,
30689,30690,서울특별시,은평구,신사동,2022,10,4,13,2,화,0,0,0,15,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다중주택,
30692,30693,서울특별시,양천구,목동,2022,10,4,14,30,화,0,0,0,19,"건축,구조물",기타,기타,식품,음식물,,,주거,공동주택,아파트,
30699,30700,서울특별시,용산구,효창동,2022,10,4,15,48,화,0,0,0,102,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
30702,30703,서울특별시,강북구,수유동,2022,10,4,16,51,화,0,0,0,3017,"건축,구조물",미상,미상,미상,미상,주방기기,전기레인지,주거,공동주택,다세대주택,
30709,30710,서울특별시,금천구,가산동,2022,10,4,19,10,화,0,0,0,806,기타(쓰레기 화재등),부주의,음식물 조리중,식품,음식물,,,기타,야외,기타야외,
30710,30711,서울특별시,서초구,반포동,2022,10,4,19,47,화,0,0,0,103,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,,,주거,공동주택,기타 공동주택,
30714,30715,서울특별시,마포구,아현동,2022,10,4,23,19,화,0,0,0,15,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",배선/배선기구,스위치 멀티탭,주거,공동주택,다세대주택,
30716,30717,서울특별시,은평구,녹번동,2022,10,4,23,42,화,0,0,0,19,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"의료,복지시설",의료시설,한의원,
30719,30720,서울특별시,도봉구,방학동,2022,10,5,1,9,수,0,0,0,13,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
30725,30726,서울특별시,관악구,신림동,2022,10,5,3,24,수,0,0,0,452,기타(쓰레기 화재등),전기적 요인,트래킹에 의한 단락,합성수지,합성고무(타이어),생활기기,전기자전거,기타,야외,공터,
30736,30737,서울특별시,강동구,암사동,2022,10,5,7,16,수,0,0,0,238,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,아파트,
30743,30744,서울특별시,광진구,중곡동,2022,10,5,10,27,수,0,0,0,1577,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,,,주거,공동주택,기타 공동주택,
30746,30747,서울특별시,서대문구,남가좌동,2022,10,5,11,44,수,0,0,0,465,"건축,구조물",기계적 요인,수동제어 실패,가연성가스,부탄가스,,,생활서비스,음식점,양식,
30749,30750,서울특별시,강남구,신사동,2022,10,5,12,56,수,1,0,1,140,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,양식,
30752,30753,서울특별시,송파구,오금동,2022,10,5,13,15,수,0,0,0,381,"건축,구조물",기계적 요인,"과열, 과부하",기타,기타,,,생활서비스,음식점,"커피숍,다방,카페",
30764,30765,서울특별시,마포구,망원동,2022,10,5,16,5,수,0,0,0,11972,"자동차,철도차량",미상,미상,"종이,목재,건초등",종이,"차량, 선박부품","기타(차량,선박부품)","자동차,철도차량",자동차,화물자동차,일반도로
30771,30772,서울특별시,도봉구,창동,2022,10,5,17,10,수,0,0,0,1887,"건축,구조물",부주의,음식물 조리중,기타,기타,,,"판매,업무시설",판매시설,상가빌딩,
30788,30789,서울특별시,강남구,일원동,2022,10,5,20,19,수,0,0,0,74,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",,,주거,단독주택,다가구주택,
30792,30793,서울특별시,강동구,길동,2022,10,5,21,28,수,0,0,0,253,"건축,구조물",전기적 요인,반단선,"전기,전자",전선피복,기타,기타,생활서비스,음식점,일식,
30801,30802,서울특별시,종로구,무악동,2022,10,5,23,19,수,0,0,0,740,"자동차,철도차량",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",,,"자동차,철도차량",자동차,소형 승합차,주차장
30813,30814,서울특별시,강동구,천호동,2022,10,6,5,38,목,1,0,1,13862,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","기타(전기,전자)",기타,기타,주거,공동주택,다세대주택,
30816,30817,서울특별시,강북구,미아동,2022,10,6,7,37,목,0,0,0,112,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,"조명, 간판",LED조명,주거,단독주택,단독주택,
30838,30839,서울특별시,관악구,신림동,2022,10,6,13,55,목,0,0,0,40864,"건축,구조물",전기적 요인,기타(전기적요인),기타,기타,,,생활서비스,일상서비스,일반상점,
30845,30846,서울특별시,구로구,구로동,2022,10,6,15,3,목,0,0,0,30,"건축,구조물",부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,주거,단독주택,다중주택,
30847,30848,서울특별시,성동구,금호동4가,2022,10,6,15,7,목,0,0,0,0,기타(쓰레기 화재등),미상,미상,쓰레기류,쓰레기,,,기타,야외,쓰레기,
30855,30856,서울특별시,관악구,봉천동,2022,10,6,16,13,목,0,0,0,73,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 케이스",주방기기,전기레인지,생활서비스,일상서비스,고시원(원룸텔),
30859,30860,서울특별시,용산구,한남동,2022,10,6,17,2,목,0,0,0,145,"건축,구조물",부주의,기타(부주의),"종이,목재,건초등","기타(종이,목재,건초등)",,,주거,공동주택,다세대주택,
30865,30866,서울특별시,강서구,화곡동,2022,10,6,19,21,목,0,0,0,265,"건축,구조물",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,기타 공동주택,
30877,30878,서울특별시,송파구,송파동,2022,10,6,22,40,목,0,0,0,2,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
30923,30924,서울특별시,강남구,역삼동,2022,10,7,13,40,금,0,0,0,23,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 기판",,,"판매,업무시설",판매시설,기타 판매시설,
30947,30948,서울특별시,은평구,갈현동,2022,10,7,19,48,금,0,0,0,66,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
30949,30950,서울특별시,영등포구,도림동,2022,10,7,20,12,금,0,0,0,3,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",,,생활서비스,음식점,중식,
30955,30956,서울특별시,서대문구,홍은동,2022,10,7,21,11,금,0,0,0,15,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
30957,30958,서울특별시,성북구,삼선동1가,2022,10,7,21,40,금,0,0,0,20,"건축,구조물",부주의,기타(부주의),식품,음식물,,,주거,단독주택,다중주택,
30959,30960,서울특별시,중구,남산동1가,2022,10,7,22,12,금,0,0,0,1086,"건축,구조물",부주의,"용접, 절단, 연마",기타,기타,산업장비,그라인더,산업시설,작업장,기타 작업장,
30962,30963,서울특별시,강남구,삼성동,2022,10,7,23,5,금,0,0,0,454,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",합성수지,아크릴수지,,,기타,야외,기타야외,
30966,30967,서울특별시,용산구,한남동,2022,10,8,0,10,토,0,0,0,6994,"건축,구조물",미상,미상,미상,미상,,,주거,단독주택,다가구주택,
30971,30972,서울특별시,서대문구,창천동,2022,10,8,1,9,토,0,0,0,49,"건축,구조물",기계적 요인,자동제어 실패,기타,기타,,,주거,공동주택,주상복합아파트,
30982,30983,서울특별시,동대문구,장안동,2022,10,8,6,33,토,0,0,0,1770,"건축,구조물",미상,미상,"전기,전자","전기, 전자기기 기판","조명, 간판",LED조명,"판매,업무시설",일반업무,일반빌딩,
30991,30992,서울특별시,강남구,논현동,2022,10,8,9,11,토,0,0,0,456,"건축,구조물",전기적 요인,미확인단락,"전기,전자","작동장치(모터, 히터, 램프 등)",,,"판매,업무시설",일반업무,일반빌딩,
30997,30998,서울특별시,강남구,논현동,2022,10,8,10,47,토,0,0,0,6833,"건축,구조물",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",일반업무,일반빌딩,
30999,31000,서울특별시,동작구,사당동,2022,10,8,11,22,토,0,0,0,346,"건축,구조물",방화,방화,쓰레기류,기타 쓰레기,,,주거,공동주택,다세대주택,
31008,31009,서울특별시,중랑구,면목동,2022,10,8,12,46,토,0,0,0,15,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),
31011,31012,서울특별시,금천구,가산동,2022,10,8,12,57,토,0,0,0,9,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,"판매,업무시설",일반업무,오피스텔,
31020,31021,서울특별시,중랑구,상봉동,2022,10,8,14,22,토,0,0,0,1,기타(쓰레기 화재등),미상,미상,쓰레기류,쓰레기,,,기타,야외,쓰레기,
31021,31022,서울특별시,서초구,잠원동,2022,10,8,14,23,토,0,0,0,155,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,,,"자동차,철도차량",자동차,화물자동차,일반도로
31029,31030,서울특별시,영등포구,문래동1가,2022,10,8,16,25,토,0,0,0,50,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,생활서비스,일상서비스,기타 일상서비스,
31036,31037,서울특별시,구로구,구로동,2022,10,8,17,33,토,0,0,0,45,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등","목재, 합판",,,주거,공동주택,다세대주택,
31040,31041,서울특별시,성동구,성수동1가,2022,10,8,18,4,토,0,0,0,308,"자동차,철도차량",기계적 요인,"과열, 과부하","전기,전자",전선피복,,,"자동차,철도차량",자동차,오토바이,주차장
31044,31045,서울특별시,송파구,가락동,2022,10,8,19,42,토,0,0,0,180,기타(쓰레기 화재등),전기적 요인,"압착,손상에 의한 단락","전기,전자","기타(전기,전자)",,,기타,야외,쓰레기,
31052,31053,서울특별시,관악구,신림동,2022,10,8,21,15,토,0,0,0,1007,"건축,구조물",전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주방기기,냉장고,주거,단독주택,다중주택,
